,,#,#,,,,#,#,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,#,#,,,,#,#,,,
,14120001,4,1,1,0,1,주무기,풍요 링,Item_Name_14120001,10104001,2,14000,20100,4,15,1,100,1,main_weapon_0002,item_bg_grade_02,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,20,4200010,0,80100201,6000,2002,2000,0,1,1,1,1,14120001,풍요 링,,,
,14120002,4,2,1,0,1,주무기,섀도우 링,Item_Name_14120002,10104001,2,14000,20100,4,15,1,100,1,main_weapon_0002,item_bg_grade_02,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,20,4200020,0,80100201,6000,2002,2000,0,1,1,1,1,14120011,풍요 링 2,,,
,14120003,4,3,1,0,1,주무기,프러시안 나이트 링,Item_Name_14120003,10104001,2,14000,20100,4,15,1,100,1,main_weapon_0002,item_bg_grade_02,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,20,4200030,0,80100201,6000,2002,2000,0,1,1,1,1,14120021,풍요 링 3,,,
,14130001,4,1,1,0,1,주무기,블리스 링,Item_Name_14130001,10104001,3,14000,20100,4,15,1,100,1,main_weapon_0003,item_bg_grade_03,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,30,4300010,1,80100301,6001,2004,3000,0,1,1,1,1,14130001,블리스 링,,,
,14130002,4,2,1,0,1,주무기,패션 링,Item_Name_14130002,10104001,3,14000,20100,4,15,1,100,1,main_weapon_0003,item_bg_grade_03,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,30,4300020,1,80100301,6001,2004,3000,0,1,1,1,1,14130011,블리스 링 2,,,
,14130003,4,3,1,0,1,주무기,오로라 링,Item_Name_14130003,10104001,3,14000,20100,4,15,1,100,1,main_weapon_0003,item_bg_grade_03,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,30,4300030,1,80100301,6001,2004,3000,0,1,1,1,1,14130021,블리스 링 3,,,
,14140001,4,1,1,0,1,주무기,레오파드 링,Item_Name_14140001,10104001,4,14000,20100,4,15,1,100,1,main_weapon_0004,item_bg_grade_04,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,40,4400010,1,80100401,6002,2006,4000,0,1,1,1,1,14140001,레오파드 링,,,
,14140002,4,2,1,0,1,주무기,세인트 링,Item_Name_14140002,10104001,4,14000,20100,4,15,1,100,1,main_weapon_0004,item_bg_grade_04,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,40,4400020,1,80100401,6002,2006,4000,0,1,1,1,1,14140011,레오파드 링 2,,,
,14140003,4,3,1,0,1,주무기,퓨어 링,Item_Name_14140003,10104001,4,14000,20100,4,15,1,100,1,main_weapon_0004,item_bg_grade_04,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,40,4400030,1,80100401,6002,2006,4000,0,1,1,1,1,14140021,레오파드 링 3,,,
,14150001,4,1,1,0,1,주무기,이글 링,Item_Name_14150001,10104001,5,14000,20100,4,15,1,100,1,main_weapon_0005,item_bg_grade_05,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,50,4500010,1,80100501,6003,2008,5000,0,1,1,1,1,14150001,이글 링,,,
,14150002,4,2,1,0,1,주무기,선샤인 링,Item_Name_14150002,10104001,5,14000,20100,4,15,1,100,1,main_weapon_0005,item_bg_grade_05,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,50,4500020,1,80100501,6003,2008,5000,0,1,1,1,1,14150011,이글 링 2,,,
,14150003,4,3,1,0,1,주무기,로듐 링,Item_Name_14150003,10104001,5,14000,20100,4,15,1,100,1,main_weapon_0005,item_bg_grade_05,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,50,4500030,1,80100501,6003,2008,5000,0,1,1,1,1,14150021,이글 링 3,,,
,14160001,4,1,1,0,1,주무기,프레어리 링,Item_Name_14160001,10104001,6,14000,20100,4,15,1,100,1,main_weapon_0005,item_bg_grade_06,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,70,4600010,1,0,6004,2010,6000,0,1,1,1,1,14160001,프레어리 링,,,
#,14160002,4,2,1,0,1,주무기,이시스 링,Item_Name_14160002,10104001,6,14000,20100,4,15,1,100,1,main_weapon_0005,item_bg_grade_06,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,70,4600010,1,0,6004,2010,6000,0,1,1,1,1,14160011,프레어리 링 2,,,
#,14160003,4,3,1,0,1,주무기,라이프가디언 링,Item_Name_14160003,10104001,6,14000,20100,4,15,1,100,1,main_weapon_0005,item_bg_grade_06,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,70,4600010,1,0,6004,2010,6000,0,1,1,1,1,14160021,프레어리 링 3,,,
,11111001,1,1,1,1,1,보조무기,제노 소드,Item_Name_11111001,10101001,1,14000,20200,1,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,10,1101010,0,80100101,0,0,0,0,1,1,1,1,11111001,제노 소드,,,
,11111002,1,2,1,1,1,보조무기,매틱 소드,Item_Name_11111002,10101001,1,14000,20200,1,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,10,1101020,0,80100101,0,0,0,0,1,1,1,1,11111011,제노 소드 2,,,
,11111003,1,3,1,1,1,보조무기,제노 메탈 소드,Item_Name_11111003,10101001,1,14000,20200,1,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,10,1101030,0,80100101,0,0,0,0,1,1,1,1,11111021,제노 소드 3,,,
,11121001,1,1,1,1,1,보조무기,브리노 소드,Item_Name_11121001,10101001,2,14000,20200,1,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,20,1201010,0,80100201,6000,2001,2001,0,1,1,1,1,11121001,브리노 소드,,,
,11121002,1,2,1,1,1,보조무기,듀크 소드,Item_Name_11121002,10101001,2,14000,20200,1,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,20,1201020,0,80100201,6000,2001,2001,0,1,1,1,1,11121011,브리노 소드 2,,,
,11121003,1,3,1,1,1,보조무기,크림슨 나이트 소드,Item_Name_11121003,10101001,2,14000,20200,1,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,20,1201030,0,80100201,6000,2001,2001,0,1,1,1,1,11121021,브리노 소드 3,,,
,11131001,1,1,1,1,1,보조무기,메탈 소드,Item_Name_11131001,10101001,3,14000,20200,1,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,30,1301010,1,80100301,6001,2003,3001,0,1,1,1,1,11131001,메탈 소드,,,
,11131002,1,2,1,1,1,보조무기,파워메탈 소드,Item_Name_11131002,10101001,3,14000,20200,1,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,30,1301020,1,80100301,6001,2003,3001,0,1,1,1,1,11131011,메탈 소드 2,,,
,11131003,1,3,1,1,1,보조무기,테우르츠 소드,Item_Name_11131003,10101001,3,14000,20200,1,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,30,1301030,1,80100301,6001,2003,3001,0,1,1,1,1,11131021,메탈 소드 3,,,
,11141001,1,1,1,1,1,보조무기,블러드 소드,Item_Name_11141001,10101001,4,14000,20200,1,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,40,1401010,1,80100401,6002,2005,4001,0,1,1,1,1,11141001,블러드 소드,,,
,11141002,1,2,1,1,1,보조무기,파황 소드,Item_Name_11141002,10101001,4,14000,20200,1,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,40,1401020,1,80100401,6002,2005,4001,0,1,1,1,1,11141011,블러드 소드 2,,,
,11141003,1,3,1,1,1,보조무기,플래티늄 소드,Item_Name_11141003,10101001,4,14000,20200,1,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,40,1401030,1,80100401,6002,2005,4001,0,1,1,1,1,11141021,블러드 소드 3,,,
,11151001,1,1,1,1,1,보조무기,메르두크 소드,Item_Name_11151001,10101001,5,14000,20200,1,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,50,1501010,1,80100501,6003,2007,5001,0,1,1,1,1,11151001,메르두크 소드,,,
,11151002,1,2,1,1,1,보조무기,프란츠 소드,Item_Name_11151002,10101001,5,14000,20200,1,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,50,1501020,1,80100501,6003,2007,5001,0,1,1,1,1,11151011,메르두크 소드 2,,,
,11151003,1,3,1,1,1,보조무기,버닝 프란츠 소드,Item_Name_11151003,10101001,5,14000,20200,1,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,50,1501030,1,80100501,6003,2007,5001,0,1,1,1,1,11151021,메르두크 소드 3,,,
,11161001,1,1,1,1,1,보조무기,인페르니움 소드,Item_Name_11161001,10101001,6,14000,20200,1,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,70,1601010,1,0,6004,2009,6001,0,1,1,1,1,11161001,인페르니움 소드,,,
#,11161002,1,2,1,1,1,보조무기,크리거 소드,Item_Name_11161002,10101001,6,14000,20200,1,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,70,1601010,1,0,6004,2009,6001,0,1,1,1,1,11161011,인페르니움 소드 2,,,
#,11161003,1,3,1,1,1,보조무기,코닉플레임 소드,Item_Name_11161003,10101001,6,14000,20200,1,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,70,1601010,1,0,6004,2009,6001,0,1,1,1,1,11161021,인페르니움 소드 3,,,
,12111001,2,1,1,1,1,보조무기,마린 핸드건,Item_Name_12111001,10102001,1,14000,20200,2,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,10,2101010,0,80100101,0,0,0,0,1,1,1,1,12111001,마린 핸드건,,,
,12111002,2,2,1,1,1,보조무기,인팬트리 핸드건,Item_Name_12111002,10102001,1,14000,20200,2,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,10,2101020,0,80100101,0,0,0,0,1,1,1,1,12111011,마린 핸드건 2,,,
,12111003,2,3,1,1,1,보조무기,스커미셔 핸드건,Item_Name_12111003,10102001,1,14000,20200,2,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,10,2101030,0,80100101,0,0,0,0,1,1,1,1,12111021,마린 핸드건 3,,,
,12121001,2,1,1,1,1,보조무기,스카우트 핸드건,Item_Name_12121001,10102001,2,14000,20200,2,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,20,2201010,0,80100201,6000,2001,2001,0,1,1,1,1,12121001,스카우트 핸드건,,,
,12121002,2,2,1,1,1,보조무기,불릿프루프 핸드건,Item_Name_12121002,10102001,2,14000,20200,2,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,20,2201020,0,80100201,6000,2001,2001,0,1,1,1,1,12121011,스카우트 핸드건 2,,,
,12121003,2,3,1,1,1,보조무기,코발트 나이트 핸드건,Item_Name_12121003,10102001,2,14000,20200,2,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,20,2201030,0,80100201,6000,2001,2001,0,1,1,1,1,12121021,스카우트 핸드건 3,,,
,12131001,2,1,1,1,1,보조무기,어썰트 핸드건,Item_Name_12131001,10102001,3,14000,20200,2,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,30,2301010,1,80100301,6001,2003,3001,0,1,1,1,1,12131001,어썰트 핸드건,,,
,12131002,2,2,1,1,1,보조무기,택티컬 핸드건,Item_Name_12131002,10102001,3,14000,20200,2,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,30,2301020,1,80100301,6001,2003,3001,0,1,1,1,1,12131011,어썰트 핸드건 2,,,
,12131003,2,3,1,1,1,보조무기,셀베이션 핸드건,Item_Name_12131003,10102001,3,14000,20200,2,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,30,2301030,1,80100301,6001,2003,3001,0,1,1,1,1,12131021,어썰트 핸드건 3,,,
,12141001,2,1,1,1,1,보조무기,바이오닉 핸드건,Item_Name_12141001,10102001,4,14000,20200,2,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,40,2401010,1,80100401,6002,2005,4001,0,1,1,1,1,12141001,바이오닉 핸드건,,,
,12141002,2,2,1,1,1,보조무기,아쿠아마린 핸드건,Item_Name_12141002,10102001,4,14000,20200,2,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,40,2401020,1,80100401,6002,2005,4001,0,1,1,1,1,12141011,바이오닉 핸드건 2,,,
,12141003,2,3,1,1,1,보조무기,팔라듐 핸드건,Item_Name_12141003,10102001,4,14000,20200,2,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,40,2401030,1,80100401,6002,2005,4001,0,1,1,1,1,12141021,바이오닉 핸드건 3,,,
,12151001,2,1,1,1,1,보조무기,하르세스 핸드건,Item_Name_12151001,10102001,5,14000,20200,2,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,50,2501010,1,80100501,6003,2007,5001,0,1,1,1,1,12151001,하르세스 핸드건,,,
,12151002,2,2,1,1,1,보조무기,파이어마린 핸드건,Item_Name_12151002,10102001,5,14000,20200,2,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,50,2501020,1,80100501,6003,2007,5001,0,1,1,1,1,12151011,하르세스 핸드건 2,,,
,12151003,2,3,1,1,1,보조무기,위하르 핸드건,Item_Name_12151003,10102001,5,14000,20200,2,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,50,2501030,1,80100501,6003,2007,5001,0,1,1,1,1,12151021,하르세스 핸드건 3,,,
,12161001,2,1,1,1,1,보조무기,아카트 핸드건,Item_Name_12161001,10102001,6,14000,20200,2,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,70,2601010,1,0,6004,2009,6001,0,1,1,1,1,12161001,아카트 핸드건,,,
#,12161002,2,2,1,1,1,보조무기,뱅퀴쉬 핸드건,Item_Name_12161002,10102001,6,14000,20200,2,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,70,2601010,1,0,6004,2009,6001,0,1,1,1,1,12161011,아카트 핸드건 2,,,
#,12161003,2,3,1,1,1,보조무기,이지스 핸드건,Item_Name_12161003,10102001,6,14000,20200,2,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,70,2601010,1,0,6004,2009,6001,0,1,1,1,1,12161021,아카트 핸드건 3,,,
,13111001,3,1,1,1,1,보조무기,윈드스톰 완드,Item_Name_13111001,10103001,1,14000,20200,3,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,10,3101010,0,80100101,0,0,0,0,1,1,1,1,13111001,윈드스톰 완드,,,
,13111002,3,2,1,1,1,보조무기,마쉬 완드,Item_Name_13111002,10103001,1,14000,20200,3,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,10,3101020,0,80100101,0,0,0,0,1,1,1,1,13111011,윈드스톰 완드 2,,,
,13111003,3,3,1,1,1,보조무기,마그네틱 완드,Item_Name_13111003,10103001,1,14000,20200,3,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,10,3101030,0,80100101,0,0,0,0,1,1,1,1,13111021,윈드스톰 완드 3,,,
,13121001,3,1,1,1,1,보조무기,클라우드 완드,Item_Name_13121001,10103001,2,14000,20200,3,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,20,3201010,0,80100201,6000,2002,2001,0,1,1,1,1,13121001,클라우드 완드,,,
,13121002,3,2,1,1,1,보조무기,플레임 완드,Item_Name_13121002,10103001,2,14000,20200,3,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,20,3201020,0,80100201,6000,2002,2001,0,1,1,1,1,13121011,클라우드 완드 2,,,
,13121003,3,3,1,1,1,보조무기,오레올린 나이트 완드,Item_Name_13121003,10103001,2,14000,20200,3,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,20,3201030,0,80100201,6000,2002,2001,0,1,1,1,1,13121021,클라우드 완드 3,,,
,13131001,3,1,1,1,1,보조무기,사일런스 완드,Item_Name_13131001,10103001,3,14000,20200,3,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,30,3301010,1,80100301,6001,2004,3001,0,1,1,1,1,13131001,사일런스 완드,,,
,13131002,3,2,1,1,1,보조무기,블리자드 완드,Item_Name_13131002,10103001,3,14000,20200,3,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,30,3301020,1,80100301,6001,2004,3001,0,1,1,1,1,13131011,사일런스 완드 2,,,
,13131003,3,3,1,1,1,보조무기,스펠 완드,Item_Name_13131003,10103001,3,14000,20200,3,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,30,3301030,1,80100301,6001,2004,3001,0,1,1,1,1,13131021,사일런스 완드 3,,,
,13141001,3,1,1,1,1,보조무기,소울 완드,Item_Name_13141001,10103001,4,14000,20200,3,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,40,3401010,1,80100401,6002,2006,4001,0,1,1,1,1,13141001,소울 완드,,,
,13141002,3,2,1,1,1,보조무기,스타라이트 완드,Item_Name_13141002,10103001,4,14000,20200,3,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,40,3401020,1,80100401,6002,2006,4001,0,1,1,1,1,13141011,소울 완드 2,,,
,13141003,3,3,1,1,1,보조무기,이리듐 완드,Item_Name_13141003,10103001,4,14000,20200,3,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,40,3401030,1,80100401,6002,2006,4001,0,1,1,1,1,13141021,소울 완드 3,,,
,13151001,3,1,1,1,1,보조무기,루크 완드,Item_Name_13151001,10103001,5,14000,20200,3,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,50,3501010,1,80100501,6003,2008,5001,0,1,1,1,1,13151001,루크 완드,,,
,13151002,3,2,1,1,1,보조무기,마그마 완드,Item_Name_13151002,10103001,5,14000,20200,3,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,50,3501020,1,80100501,6003,2008,5001,0,1,1,1,1,13151011,루크 완드 2,,,
,13151003,3,3,1,1,1,보조무기,미스틱 루크 완드,Item_Name_13151003,10103001,5,14000,20200,3,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,50,3501030,1,80100501,6003,2008,5001,0,1,1,1,1,13151021,루크 완드 3,,,
,13161001,3,1,1,1,1,보조무기,컨쥬어 완드,Item_Name_13161001,10103001,6,14000,20200,3,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,70,3501010,1,0,6004,2010,6001,0,1,1,1,1,13161001,컨쥬어 완드,,,
#,13161002,3,2,1,1,1,보조무기,블레이즈 완드,Item_Name_13161002,10103001,6,14000,20200,3,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,70,3501010,1,0,6004,2010,6001,0,1,1,1,1,13161011,컨쥬어 완드 2,,,
#,13161003,3,3,1,1,1,보조무기,마나인플런스 완드,Item_Name_13161003,10103001,6,14000,20200,3,15,1,100,1,sub_weapon_0005,item_bg_grade_06,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,70,3501010,1,0,6004,2010,6001,0,1,1,1,1,13161021,컨쥬어 완드 3,,,
,14111001,4,1,1,1,1,보조무기,자비 플루트,Item_Name_14111001,10104001,1,14000,20200,4,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,10,4101010,0,80100101,0,0,0,0,1,1,1,1,14111001,자비 플루트,,,
,14111002,4,2,1,1,1,보조무기,호프 플루트,Item_Name_14111002,10104001,1,14000,20200,4,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,10,4101020,0,80100101,0,0,0,0,1,1,1,1,14111011,자비 플루트 2,,,
,14111003,4,3,1,1,1,보조무기,크리스탈 플루트,Item_Name_14111003,10104001,1,14000,20200,4,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,10,4101030,0,80100101,0,0,0,0,1,1,1,1,14111021,자비 플루트 3,,,
,14121001,4,1,1,1,1,보조무기,풍요 플루트,Item_Name_14121001,10104001,2,14000,20200,4,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,20,4201010,0,80100201,6000,2002,2001,0,1,1,1,1,14121001,풍요 플루트,,,
,14121002,4,2,1,1,1,보조무기,섀도우 플루트,Item_Name_14121002,10104001,2,14000,20200,4,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,20,4201020,0,80100201,6000,2002,2001,0,1,1,1,1,14121011,풍요 플루트 2,,,
,14121003,4,3,1,1,1,보조무기,프러시안 나이트 플루트,Item_Name_14121003,10104001,2,14000,20200,4,15,1,100,1,sub_weapon_0002,item_bg_grade_02,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,20,4201030,0,80100201,6000,2002,2001,0,1,1,1,1,14121021,풍요 플루트 3,,,
,14131001,4,1,1,1,1,보조무기,블리스 플루트,Item_Name_14131001,10104001,3,14000,20200,4,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,30,4301010,1,80100301,6001,2004,3001,0,1,1,1,1,14131001,블리스 플루트,,,
,14131002,4,2,1,1,1,보조무기,패션 플루트,Item_Name_14131002,10104001,3,14000,20200,4,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,30,4301020,1,80100301,6001,2004,3001,0,1,1,1,1,14131011,블리스 플루트 2,,,
,14131003,4,3,1,1,1,보조무기,오로라 플루트,Item_Name_14131003,10104001,3,14000,20200,4,15,1,100,1,sub_weapon_0003,item_bg_grade_03,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,30,4301030,1,80100301,6001,2004,3001,0,1,1,1,1,14131021,블리스 플루트 3,,,
,14141001,4,1,1,1,1,보조무기,레오파드 플루트,Item_Name_14141001,10104001,4,14000,20200,4,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,40,4401010,1,80100401,6002,2006,4001,0,1,1,1,1,14141001,레오파드 플루트,,,
,14141002,4,2,1,1,1,보조무기,세인트 플루트,Item_Name_14141002,10104001,4,14000,20200,4,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,40,4401020,1,80100401,6002,2006,4001,0,1,1,1,1,14141011,레오파드 플루트 2,,,
,14141003,4,3,1,1,1,보조무기,퓨어 플루트,Item_Name_14141003,10104001,4,14000,20200,4,15,1,100,1,sub_weapon_0004,item_bg_grade_04,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,40,4401030,1,80100401,6002,2006,4001,0,1,1,1,1,14141021,레오파드 플루트 3,,,
,14151001,4,1,1,1,1,보조무기,이글 플루트,Item_Name_14151001,10104001,5,14000,20200,4,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,50,4501010,1,80100501,6003,2008,5001,0,1,1,1,1,14151001,이글 플루트,,,
,14151002,4,2,1,1,1,보조무기,선샤인 플루트,Item_Name_14151002,10104001,5,14000,20200,4,15,1,100,1,sub_weapon_0005,item_bg_grade_05,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,50,4501020,1,80100501,6003,2008,5001,0,1,1,1,1,14151011,이글 플루트 2,,,
