,,#,#,#,#,#,,,,,,#,#,#,#, ,,,,,,,,,,,,,,,,,,,,,,#,#,#,#,#,,,#,#,,#,#,#,#,#
,23300006,006,Item_Name_23300006,일반 공격 보석 6번,Item_Desc_23300006,음슴,3,33,0,1,0,O,O,O,O,0,0,5036,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_006,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300006,1단계 붉은색 보석 - 뮤,Item_Desc_23300006,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 최대 마법 대미지 + 1,1,1,1,,,,,,,,
,23300007,007,Item_Name_23300007,일반 공격 보석 7번,Item_Desc_23300007,음슴,3,33,0,1,0,O,O,O,O,0,0,5022,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_007,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300007,1단계 붉은색 보석 - 파이,Item_Desc_23300007,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 최대 물리 대미지 + 1,1,1,1,,,,,,,,
,23300008,008,Item_Name_23300008,일반 공격 보석 8번,Item_Desc_23300008,음슴,3,33,0,1,0,O,O,O,O,0,0,5024,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_008,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300008,1단계 붉은색 보석 - 타우,Item_Desc_23300008,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 최대 마법 대미지 + 1,1,1,1,,,,,,,,
,23300009,009,Item_Name_23300009,일반 공격 보석 9번,Item_Desc_23300009,음슴,3,33,0,1,0,O,O,O,O,0,0,1101,0,10,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_009,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300009,1단계 붉은색 보석 - 카이,Item_Desc_23300009,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>체력 + 10,1,1,1,,,,,,,,
,23300010,010,Item_Name_23300010,일반 공격 보석 10번,Item_Desc_23300010,음슴,3,33,0,1,0,O,O,O,O,0,0,1111,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_010,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300010,1단계 붉은색 보석 - 오메가,Item_Desc_23300010,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>체력 재생 + 1,1,1,1,,,,,,,,
,23300011,011,Item_Name_23300011,일반 방어 보석 1번,Item_Desc_23300011,음슴,3,33,0,1,0,O,O,O,O,0,0,1211,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_101,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300011,1단계 푸른색 보석 - 알파,Item_Desc_23300011,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>물리 대미지 감소 + 1,1,1,1,,,,,,,,
,23300012,012,Item_Name_23300012,일반 방어 보석 2번,Item_Desc_23300012,음슴,3,33,0,1,0,O,O,O,O,0,0,1213,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_102,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300012,1단계 푸른색 보석 - 베타,Item_Desc_23300012,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>마법 대미지 감소 + 1,1,1,1,,,,,,,,
,23300013,013,Item_Name_23300013,일반 방어 보석 3번,Item_Desc_23300013,음슴,3,33,0,1,0,O,O,O,O,0,0,5006,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_103,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300013,1단계 푸른색 보석 - 감마,Item_Desc_23300013,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 물리 대미지 감소 + 1,1,1,1,,,,,,,,
,23300014,014,Item_Name_23300014,일반 방어 보석 4번,Item_Desc_23300014,음슴,3,33,0,1,0,O,O,O,O,0,0,5008,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_104,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300014,1단계 푸른색 보석 - 입실론,Item_Desc_23300014,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 마법 대미지 감소 + 1,1,1,1,,,,,,,,
,23300015,015,Item_Name_23300015,일반 방어 보석 5번,Item_Desc_23300015,음슴,3,33,0,1,0,O,O,O,O,0,0,5038,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_105,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300015,1단계 푸른색 보석 - 세타,Item_Desc_23300015,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 물리 대미지 감소 + 1,1,1,1,,,,,,,,
,23300016,016,Item_Name_23300016,일반 방어 보석 6번,Item_Desc_23300016,음슴,3,33,0,1,0,O,O,O,O,0,0,5040,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_106,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300016,1단계 푸른색 보석 - 뮤,Item_Desc_23300016,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 마법 대미지 감소 + 1,1,1,1,,,,,,,,
,23300017,017,Item_Name_23300017,일반 방어 보석 7번,Item_Desc_23300017,음슴,3,33,0,1,0,O,O,O,O,0,0,5026,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_107,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300017,1단계 푸른색 보석 - 파이,Item_Desc_23300017,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 물리 대미지 감소 + 1,1,1,1,,,,,,,,
,23300018,018,Item_Name_23300018,일반 방어 보석 8번,Item_Desc_23300018,음슴,3,33,0,1,0,O,O,O,O,0,0,5028,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_108,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300018,1단계 푸른색 보석 - 타우,Item_Desc_23300018,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 마법 대미지 감소 + 1,1,1,1,,,,,,,,
,23300019,019,Item_Name_23300019,일반 방어 보석 9번,Item_Desc_23300019,음슴,3,33,0,1,0,O,O,O,O,0,0,1109,0,10,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_109,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300019,1단계 푸른색 보석 - 카이,Item_Desc_23300019,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>스킬 자원 + 10,1,1,1,,,,,,,,
,23300020,020,Item_Name_23300020,일반 방어 보석 10번,Item_Desc_23300020,음슴,3,33,0,1,0,O,O,O,O,0,0,1119,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_110,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300020,1단계 푸른색 보석 - 오메가,Item_Desc_23300020,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>스킬 자원 재생 + 1,1,1,1,,,,,,,,
,23300021,021,Item_Name_23300021,일반 기타 보석 1번,Item_Desc_23300021,음슴,3,33,0,1,0,O,O,O,O,0,0,1401,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_301,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300021,1단계 초록색 보석 - 알파,Item_Desc_23300021,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>명중 + 1,1,1,1,,,,,,,,
,23300022,022,Item_Name_23300022,일반 기타 보석 2번,Item_Desc_23300022,음슴,3,33,0,1,0,O,O,O,O,0,0,1403,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_302,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300022,1단계 초록색 보석 - 베타,Item_Desc_23300022,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>회피 + 1,1,1,1,,,,,,,,
,23300023,023,Item_Name_23300023,일반 기타 보석 3번,Item_Desc_23300023,음슴,3,33,0,1,0,O,O,O,O,0,0,5011,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_303,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300023,1단계 초록색 보석 - 감마,Item_Desc_23300023,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 명중 + 1,1,1,1,,,,,,,,
,23300024,024,Item_Name_23300024,일반 기타 보석 4번,Item_Desc_23300024,음슴,3,33,0,1,0,O,O,O,O,0,0,5012,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_304,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300024,1단계 초록색 보석 - 입실론,Item_Desc_23300024,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 회피 + 1,1,1,1,,,,,,,,
,23300025,025,Item_Name_23300025,일반 기타 보석 5번,Item_Desc_23300025,음슴,3,33,0,1,0,O,O,O,O,0,0,5042,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_305,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300025,1단계 초록색 보석 - 세타,Item_Desc_23300025,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 명중 + 1,1,1,1,,,,,,,,
,23300026,026,Item_Name_23300026,일반 기타 보석 6번,Item_Desc_23300026,음슴,3,33,0,1,0,O,O,O,O,0,0,5043,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_306,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300026,1단계 초록색 보석 - 뮤,Item_Desc_23300026,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 회피 + 1,1,1,1,,,,,,,,
,23300027,027,Item_Name_23300027,일반 기타 보석 7번,Item_Desc_23300027,음슴,3,33,0,1,0,O,O,O,O,0,0,5030,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_307,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300027,1단계 초록색 보석 - 파이,Item_Desc_23300027,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 명중 + 1,1,1,1,,,,,,,,
,23300028,028,Item_Name_23300028,일반 기타 보석 8번,Item_Desc_23300028,음슴,3,33,0,1,0,O,O,O,O,0,0,5031,0,1,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_308,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300028,1단계 초록색 보석 - 타우,Item_Desc_23300028,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 회피 + 1,1,1,1,,,,,,,,
,23300029,029,Item_Name_23300029,일반 기타 보석 9번,Item_Desc_23300029,음슴,3,33,0,1,0,O,O,O,O,0,0,1507,0,100,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_309,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300029,1단계 초록색 보석 - 카이,Item_Desc_23300029,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>채집 속도 + 1%,1,1,1,,,,,,,,
,23300030,030,Item_Name_23300030,일반 기타 보석 10번,Item_Desc_23300030,음슴,3,33,0,1,0,O,O,O,O,0,0,1505,0,100,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_310,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300030,1단계 초록색 보석 - 오메가,Item_Desc_23300030,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>이동 속도 + 1%,1,1,1,,,,,,,,
,23300031,031,Item_Name_23300031,고급 공격 보석 1번,Item_Desc_23300031,음슴,3,33,0,2,0,O,O,O,O,0,0,1203,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_011,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300031,2단계 붉은색 보석 - 알파,Item_Desc_23300031,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>최대 물리 대미지 + 2,1,1,1,,,,,,,,
,23300032,032,Item_Name_23300032,고급 공격 보석 2번,Item_Desc_23300032,음슴,3,33,0,2,0,O,O,O,O,0,0,1207,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_012,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300032,2단계 붉은색 보석 - 베타,Item_Desc_23300032,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>최대 마법 대미지 + 2,1,1,1,,,,,,,,
,23300033,033,Item_Name_23300033,고급 공격 보석 3번,Item_Desc_23300033,음슴,3,33,0,2,0,O,O,O,O,0,0,5002,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_013,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300033,2단계 붉은색 보석 - 감마,Item_Desc_23300033,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 최대 물리 대미지 + 2,1,1,1,,,,,,,,
,23300034,034,Item_Name_23300034,고급 공격 보석 4번,Item_Desc_23300034,음슴,3,33,0,2,0,O,O,O,O,0,0,5004,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_014,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300034,2단계 붉은색 보석 - 입실론,Item_Desc_23300034,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 최대 마법 대미지 + 2,1,1,1,,,,,,,,
,23300035,035,Item_Name_23300035,고급 공격 보석 5번,Item_Desc_23300035,음슴,3,33,0,2,0,O,O,O,O,0,0,5034,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_015,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300035,2단계 붉은색 보석 - 세타,Item_Desc_23300035,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 최대 물리 대미지 + 2,1,1,1,,,,,,,,
,23300036,036,Item_Name_23300036,고급 공격 보석 6번,Item_Desc_23300036,음슴,3,33,0,2,0,O,O,O,O,0,0,5036,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_016,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300036,2단계 붉은색 보석 - 뮤,Item_Desc_23300036,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 최대 마법 대미지 + 2,1,1,1,,,,,,,,
,23300037,037,Item_Name_23300037,고급 공격 보석 7번,Item_Desc_23300037,음슴,3,33,0,2,0,O,O,O,O,0,0,5022,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_017,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300037,2단계 붉은색 보석 - 파이,Item_Desc_23300037,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 최대 물리 대미지 + 2,1,1,1,,,,,,,,
,23300038,038,Item_Name_23300038,고급 공격 보석 8번,Item_Desc_23300038,음슴,3,33,0,2,0,O,O,O,O,0,0,5024,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_018,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300038,2단계 붉은색 보석 - 타우,Item_Desc_23300038,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 최대 마법 대미지 + 2,1,1,1,,,,,,,,
,23300039,039,Item_Name_23300039,고급 공격 보석 9번,Item_Desc_23300039,음슴,3,33,0,2,0,O,O,O,O,0,0,1101,0,20,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_019,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300039,2단계 붉은색 보석 - 카이,Item_Desc_23300039,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>체력 + 20,1,1,1,,,,,,,,
,23300040,040,Item_Name_23300040,고급 공격 보석 10번,Item_Desc_23300040,음슴,3,33,0,2,0,O,O,O,O,0,0,1111,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_020,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300040,2단계 붉은색 보석 - 오메가,Item_Desc_23300040,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>체력 재생 + 2,1,1,1,,,,,,,,
,23300041,041,Item_Name_23300041,고급 방어 보석 1번,Item_Desc_23300041,음슴,3,33,0,2,0,O,O,O,O,0,0,1211,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_111,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300041,2단계 푸른색 보석 - 알파,Item_Desc_23300041,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>물리 대미지 감소 + 2,1,1,1,,,,,,,,
,23300042,042,Item_Name_23300042,고급 방어 보석 2번,Item_Desc_23300042,음슴,3,33,0,2,0,O,O,O,O,0,0,1213,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_112,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300042,2단계 푸른색 보석 - 베타,Item_Desc_23300042,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>마법 대미지 감소 + 2,1,1,1,,,,,,,,
,23300043,043,Item_Name_23300043,고급 방어 보석 3번,Item_Desc_23300043,음슴,3,33,0,2,0,O,O,O,O,0,0,5006,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_113,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300043,2단계 푸른색 보석 - 감마,Item_Desc_23300043,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 물리 대미지 감소 + 2,1,1,1,,,,,,,,
,23300044,044,Item_Name_23300044,고급 방어 보석 4번,Item_Desc_23300044,음슴,3,33,0,2,0,O,O,O,O,0,0,5008,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_114,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300044,2단계 푸른색 보석 - 입실론,Item_Desc_23300044,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 마법 대미지 감소 + 2,1,1,1,,,,,,,,
,23300045,045,Item_Name_23300045,고급 방어 보석 5번,Item_Desc_23300045,음슴,3,33,0,2,0,O,O,O,O,0,0,5038,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_115,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300045,2단계 푸른색 보석 - 세타,Item_Desc_23300045,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 물리 대미지 감소 + 2,1,1,1,,,,,,,,
,23300046,046,Item_Name_23300046,고급 방어 보석 6번,Item_Desc_23300046,음슴,3,33,0,2,0,O,O,O,O,0,0,5040,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_116,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300046,2단계 푸른색 보석 - 뮤,Item_Desc_23300046,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvE 마법 대미지 감소 + 2,1,1,1,,,,,,,,
,23300047,047,Item_Name_23300047,고급 방어 보석 7번,Item_Desc_23300047,음슴,3,33,0,2,0,O,O,O,O,0,0,5026,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_117,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300047,2단계 푸른색 보석 - 파이,Item_Desc_23300047,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 물리 대미지 감소 + 2,1,1,1,,,,,,,,
,23300048,048,Item_Name_23300048,고급 방어 보석 8번,Item_Desc_23300048,음슴,3,33,0,2,0,O,O,O,O,0,0,5028,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_118,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300048,2단계 푸른색 보석 - 타우,Item_Desc_23300048,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>BOSS 마법 대미지 감소 + 2,1,1,1,,,,,,,,
,23300049,049,Item_Name_23300049,고급 방어 보석 9번,Item_Desc_23300049,음슴,3,33,0,2,0,O,O,O,O,0,0,1109,0,20,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_119,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300049,2단계 푸른색 보석 - 카이,Item_Desc_23300049,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>스킬 자원 + 20,1,1,1,,,,,,,,
,23300050,050,Item_Name_23300050,고급 방어 보석 10번,Item_Desc_23300050,음슴,3,33,0,2,0,O,O,O,O,0,0,1119,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_120,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300050,2단계 푸른색 보석 - 오메가,Item_Desc_23300050,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>스킬 자원 재생 + 2,1,1,1,,,,,,,,
,23300051,051,Item_Name_23300051,고급 기타 보석 1번,Item_Desc_23300051,음슴,3,33,0,2,0,O,O,O,O,0,0,1401,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_311,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300051,2단계 초록색 보석 - 알파,Item_Desc_23300051,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>명중 + 2,1,1,1,,,,,,,,
,23300052,052,Item_Name_23300052,고급 기타 보석 2번,Item_Desc_23300052,음슴,3,33,0,2,0,O,O,O,O,0,0,1403,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_312,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300052,2단계 초록색 보석 - 베타,Item_Desc_23300052,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>회피 + 2,1,1,1,,,,,,,,
,23300053,053,Item_Name_23300053,고급 기타 보석 3번,Item_Desc_23300053,음슴,3,33,0,2,0,O,O,O,O,0,0,5011,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_313,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300053,2단계 초록색 보석 - 감마,Item_Desc_23300053,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 명중 + 2,1,1,1,,,,,,,,
,23300054,054,Item_Name_23300054,고급 기타 보석 4번,Item_Desc_23300054,음슴,3,33,0,2,0,O,O,O,O,0,0,5012,0,2,0,0,1000,10000,0,0,1,0,0,30100,8,0,item_material_jewel_314,drop_item_receiver,drop_item_aid,15,1302,Item_Name_23300054,2단계 초록색 보석 - 입실론,Item_Desc_23300054,장비에 장착 시 다음의 효과를 얻을 수 있습니다.<br>PvP 회피 + 2,1,1,1,,,,,,,,
